SN_HC_BEARING_INTVL,SN_EOR_FK,INTERVAL_NAME,TOP_MD,BOTTOM_MD,HYDROCARBON_TYPE_CD
-117467,-198572,F7 Sand,7683,7689.0,O
-117468,-198572,F7.5 Sand,7755,7761.0,O
-117469,-198572,E4 Sand,6451,6536.0,O
-117470,-198572,E2 Sand,6275,6300.0,O
-117613,-198573,E2 Sand,6285,6416.0,O
-88548,-147739,G-20 Sand,12256,12270.0,G
-88549,-147739,F-10 Sand,11558,11586.0,G
-114595,-197072,Upper F-20 Sand,11750,11760.0,G
-114596,-197072,Lower F-20 Sand,11792,11800.0,G
-99482,-170493,E-30 Sand,10630,10648.0,G
-99481,-170493,E-40 Sand,10812,10848.0,G
-85314,-146839,F-20 Sand,12555,12578.0,O
-85315,-146839,G-20 Sand,13134,13156.0,O
-78125,-138235,F4,6334,6366.0,G
-78126,-138235,E4,5598,5702.0,G
-78127,-138235,F Sand,6018,6163.0,G
-78129,-138235,K RA,7730,7777.0,O
-78130,-138235,N RJ,8272,8312.0,O
-58937,-111291,P RJ Sand,9018,9058.0,G
-70617,-127370,R2L RD,11698,11732.0,G
-115155,-197353,FP Sand ,6104,6114.0,B
-115173,-197353,HN Sand,7082,7088.0,B
-115174,-197353,GS Sand,6745,6836.0,B
-115175,-197353,GI Sand,6440,6446.0,B
-115156,-197643,HN Sand,7712,7718.0,B
-115157,-197643,GS (L) Sand,7415,7421.0,B
-115158,-197643,GS (U) Sand,7324,7330.0,B
-115159,-197643,FS (L)  and  (M) Sand,6535,6541.0,B
-115160,-197643,FS (U) Sand ,6512,6518.0,B
-115161,-197643,FP Sand ,6362,6368.0,B
-119680,-202214,JB Sand,7195,7201.0,B
-119681,-202214,IO Sand,7045,7074.0,B
-119682,-202214,IL Sand,6923,6929.0,B
-119683,-202214,IJ Sand,6904,6908.0,B
-119684,-202214,FM Sand,5658,5664.0,B
-86484,-150013,JM E7,8943,8951.0,G
-86485,-150013,JB-L D-2,8550,8558.0,O
-86486,-150013,JB-M D-2,8458,8469.0,O
-86487,-150013,I RG1,8156,8164.0,O
-118056,-200651,FS Sand,5878,5884.0,B
-118057,-200651,FM Sand,5548,5554.0,B
-118058,-200651,FK Sand,5475,5481.0,B
-78132,-138237,F RA,6226,6232.0,G
-34225,-59569,Upper T Sand,13430,13440.0,G
-62157,-115258,G5-RB Sand,8750,8764.0,O
-95358,-164160,G4 RB,8686,8704.0,O
-95444,-164428,F7,8108,8128.0,O
-95355,-164160,G7 RA,8842,8857.0,O
-95356,-164160,H RA,8984,9004.0,O
-72296,-130045,9400' Sand,9213,9250.0,O
-72291,-130045,6300' Sand,6099,6125.0,O
-72292,-130045,7950' Sand ,7839,7858.0,O
-72293,-130045,8600' Sand,8335,8406.0,G
-72294,-130045,9200' Sand,9037,9106.0,B
-72295,-130045,9350' Sand,915,9185.0,O
-89747,-155122,7000 FB-A SANDS (S01),7572,7586.0,O
-85205,-145050,"I-1, RC",12300,12380.0,G
-85206,-145050,L RCU,9848,9924.0,G
-83795,-145975,"I-3, C Sand",9960,10097.0,O
-83883,-145975,13 RC,10620,10720.0,O
-79563,-136418,LG Sand,12133,12144.0,G
-79564,-136418,LG Sand,12205,12211.0,G
-79565,-136418,LM Sand,12792,12828.0,G
-89754,-155019,KR Sand (Basal),10403,10440.0,O
-98962,-168530,KR Sand,10097,10142.0,O
-113663,-196033,"C-6, X Sand",10578,10588.0,G
-77634,-134184,TEX L-4 SEG 110,9980,10010.0,B
-77635,-134184,CIBNS144,10762,10810.0,B
-88067,-153473,CIBNS100 Sand,9992,10020.0,G
-1780,-2264,Tex L-1 Sand,9204,9226.0,O
-1781,-2264,J Seg 250,8874,8889.0,O
-85708,-147353,F1 E11,5571,5582.0,O
-85323,-147353,FS (M),6110,6116.0,G
-85704,-147353,FS (U),6070,6091.0,B
-117559,-199009,FS Lower Sand,6755,6850.0,B
-117560,-199009,FS Upper Sand,6610,6656.0,B
-10436,-13321,GQ,7502,7605.0,B
-101973,-173290,HN J3,8339,8380.0,B
-101971,-173290,GS,7704,7776.0,B
-101972,-173290,IF J3,8900,9030.0,B
-101974,-173290,FS Sand,6190,6200.0,B
-8379,-9823,JM Sand,8378,8470.0,O
-85563,-150048,MI,12682,12760.0,G
-85564,-150048,KR,9710,9940.0,O
-95547,-164548,BUL (1) ASS #3,8398,8502.0,O
-95548,-164548,BUL (1) ASS #1,7938,8152.0,O
-95549,-164548,BUL (1) ASS STRINGERS,8302,8362.0,O
-116581,-198602,Bul1-16 B,13422,13452.0,O
-116600,-198602,Bul1-15 RA,13021,13046.0,G
-116602,-198602,Bul1-11,12335,12346.0,G
-116609,-198528,BUL(1)-16A,12974,12982.0,O
-116608,-198528,BUL(1)-11,12028,12044.0,O
-116633,-198528,BUL(1)-17,13420,13450.0,O
-116574,-198531,BUL(1)-8,11536,11552.0,G
-116575,-198531,BUL(1)10,11760,11796.0,G
-116576,-198531,BUL1 15RA,12568,12598.0,G
-72406,-130158,BUL(1) 15A ,12806,12836.0,G
-71824,-129388,Bul(1)-16A,12984,13007.0,O
-116573,-198530,BUL(1)17,13414,13418.0,O
-116603,-198530,BUl1-16B,13240,13258.0,O
-115655,-197636,I-1 Sand,14292,14408.0,O
-115656,-197636,J-1 Sand,14512,14542.0,O
-4512,-3248,B Sand,10424,10484.0,O
-4513,-3248,C-2 Sand,10668,10820.0,O
-4514,-3248,C-5 Sand,10933,10998.0,O
-70228,-126281,Bul 1,10431,10611.0,O
-2957,-2260,EF SEGA,5716,5772.0,G
-69665,-124927,DE SAND,4347,4383.0,G
-69664,-124927,EG SAND,5915,5983.0,B
-53883,-101830,M1C,7086,7090.0,G
-79964,-141697,M1B Sand,6943,6947.0,G
-95440,-164060,M1E Sand,7328,7332.0,G
-95441,-164060,M1FB11 Sand,7672,7688.0,G
-95442,-164060,8758' Sand,8758,8766.0,B
-95443,-164060,M2FB11 Sand,9271,9290.0,G
-83593,-145693,FT-1234,8878,9072.0,G
-83594,-145693,IF1/F2,9308,9414.0,G
-83592,-145693,IB,9128,9138.0,G
-74765,-131622,IN,9874,9912.0,G
-74768,-131622,FT,9146,9292.0,G
-74766,-131622,IF1/IF2,9530,9602.0,G
-74767,-131622,IL,9784,9804.0,G
-91962,-159182,ED/EE/EF Sand,6095,6200.0,G
-91963,-159182,EA/EB Sand,5880,5956.0,G
-81033,-142138,RBL-13,13642,13647.0,G
-81034,-142138,M-15,11814,11818.0,G
-81035,-142138,M-13,11358,11362.0,G
-81027,-142138,RM-13,17222,17285.0,G
-81028,-142138,RM-9,17005,17037.0,G
-81029,-142138,RM-7,16800,16850.0,G
-81030,-142138,RM-4,16172,16198.0,G
-81031,-142138,A-5,15321,15343.0,G
-81032,-142138,C-10,13845,13868.0,G
-83703,-145450,C-2 SAND,12980,13035.0,G
-83704,-145450,C-11 SAND,14112,14158.0,G
-83705,-145450,RM-1 SAND,15380,15460.0,G
-83707,-145450,RM-4 SAND,16071,16394.0,G
-83710,-145450,RM-9 SAND,16957,17008.0,G
-83711,-145450,RM-13 SAND,17206,17453.0,G
-83712,-145450,RM-17 SAND,17712,17952.0,G
-83706,-145450,RM-3 SAND,15654,15885.0,G
-83708,-145450,RM-7 SAND,16750,16821.0,G
-83709,-145450,RM-8 SAND,16863,16911.0,G
-77712,-138535,RM-2 SAND,15501,15534.0,G
-77710,-138535,C-11 SAND,14008,14030.0,G
-77711,-138535,RM-1 SAND,15314,15426.0,G
-77713,-138535,RM-4 SAND,15966,16340.0,G
-77714,-138535,RM-5 SAND,16368,16480.0,G
-58097,-110288,HN Sand,7444,7544.0,G
-58098,-110288,HD Sand,7104,7270.0,O
-62388,-115845,GI Sand,6430,6500.0,O
-62389,-115845,GS Sand,6870,6940.0,O
-87887,-147220,H7 RC,6104,6753.0,O
-7793,-8895,6900' SD,6940,6960.0,O
-8795,-8898,6900' Sand,6950,7004.0,O
-8093,-8333,5700' Sand,5703,5708.0,G
-39934,-71190,K-24 Sand,11982,11994.0,O
-39930,-71190,N Sand,14470,14486.0,O
-39931,-71190,M Sand,14015,14035.0,O
-39932,-71190,L-68 Sand,13698,13784.0,O
-39933,-71190,K-44 Sand,12386,12450.0,O
-39890,-70728,K-24 Sand,12840,12982.0,G
-39891,-70728,Upper J Sand,10712,10734.0,G
-39892,-70728,J-4  RE Sand,11298,11457.0,O
-70226,-125776,IF Sand,7774,7834.0,B
-70227,-125776,IL FB E-11,8100,8237.0,B
-67300,-121509,"ROB L ""A""",17674,17764.0,G
-67301,-121509,"ROB L ""C""",18048,18124.0,G
-18435,-26063,K-1A Sand,10402,10414.0,G
-35406,-61639,Ang B Sand,12994,13100.0,G
-52084,-94601,TB-1 Sand,10960,10980.0,G
-55749,-107498,Upper Ang B,12130,12190.0,G
-109823,-183613,J Sand,10406,10562.0,O
-118878,-201275,C55 Sand,7590,7729.0,O
-4013,-4480,5000' Sand,4834,4902.0,G
-4014,-4480,6250' Lower Sand,6170,6196.0,O
-4015,-4480,6900' Sand,6598,6698.0,O
-4016,-4480,6925' Sand,6792,6834.0,O
-23738,-36470,Upper F,5420,5540.0,G
-6016,-5488,A-15,5632,5752.0,G
-6017,-5488,A-25,6762,6782.0,G
-56749,-109169,DS 2 Sand,12832,12862.0,O
-56750,-109169,DS 1.5,12769,12782.0,O
-102470,-174375,HB-3 FBA,6980,7026.0,O
-102471,-174375,HB-2,6892,6918.0,O
-102472,-174375,HB-1,6800,6830.0,O
-27784,-45404,BF 4.3 Sand ,5508,5527.0,G
-27785,-45404,BF 3.0 Sand ,4916,4922.0,G
-97531,-167913,BF4-8 1 Sand,5808,5830.0,G
-97535,-167912,BF4.5ME3,5846,5856.0,G
-97536,-167912,BF 4.8,5998,6026.0,G
-97532,-167930,BF 4-3 1,6992,7004.0,G
-97537,-167915,BF 4.3,6102,6146.0,G
-97533,-167931,BF 4.3 Sand,5988,6014.0,G
-97534,-167931,BM 1.2 Sand,7510,7522.0,G
-113437,-194999,TP 1A RB Sand,9472,9520.0,O
-113438,-194999,TP 1 RB Sand,9242,9280.0,G
-114697,-197082,Tex P 1A Sand,10060,10078.0,B
-12445,-14124,Cris Sub 3,6879,6973.0,O
-113439,-194972,TP 1A RA,9646,9814.0,G
-113440,-194972,CRS 10 RA,9083,9095.0,O
-11845,-13341,Cris Sub 1,6010,6044.0,O
-113473,-195053,CRS 2 RC,6428,6448.0,O
-113474,-195053,CRS 4 RD,7046,7050.0,O
-113475,-195053,CRS 6 RA,7124,7139.0,O
-113476,-195053,CRS 1 ARC,6208,6214.0,O
-113477,-195053,CRS 7 RA,7335,7351.0,G
-115121,-196737,Tex P3,9680,9722.0,G
-115122,-196737,Tex P1 A RA,9128,9144.0,G
-115123,-196737,Tex P 1,8997,9017.0,G
-115124,-196739,Tex P 3,10511,10550.0,G
-115125,-196739,Tex P 1 A RB,9884,9896.0,G
-115126,-196739,Cris Sub 10 RC,9240,9250.0,O
-114881,-196815,CRS 7 RB,7022,7050.0,G
-114882,-196815,Cris Sub 5 RB,6774,6814.0,G
-114883,-196815,Cris Sub 3 RC,6452,6482.0,O
-69211,-124384,CRIS SUB4BRC,6674,6932.0,O
-1800,-1749,CS 1 A RC ,5752,5766.0,O
-115141,-196816,CRS 2 RC,5876,5928.0,O
-115142,-196816,CRS 4 RC,6334,6368.0,G
-115143,-196816,CRS 5 RB,6781,6881.0,O
-115127,-197180,Cris Sub 4,6550,6559.0,O
-115128,-197180,Cris 3 RC,6467,6483.0,B
-20460,-30322,TL2FB2,12118,12210.0,G
-112523,-194273,TL3-2,12542,12620.0,B
-112524,-194273,TL2- AFB2,12312,12324.0,B
-112525,-194273,TL2 - UFB2,12162,12200.0,B
-15652,-20564,AE-2 Sand,9534,9554.0,G
-55735,-107462,13300' Sand,13350,13378.0,G
-49953,-93758,13500' Sand,13530,13661.0,O
-49954,-93758,13300' Sand,13328,13384.0,O
-49955,-93758,12900' Sand,12854,12913.0,B
-50073,-93758,12000' Sand,11932,11980.0,B
-23258,-34787,TL-2 Sand,12002,12026.0,G
-112548,-194453,TL-3FB2 Sand,12462,12474.0,G
-114155,-196403,LL RM 1,5080,5268.0,O
-114156,-196403,Upper K Sand,4496,4566.0,O
-114157,-196403,J Sand,4056,4270.0,O
-8634,-8915,13300' SAND,15140,15246.0,G
-78031,-138200,U-1 Sand,16631,16679.0,G
-78032,-138200,T10/10A,14656,14698.0,G
-78033,-138200,T10C,14726,14837.0,G
-78034,-138200,T12B,15266,15288.0,G
-95870,-165329,U-1 Sand,16462,16611.0,G
-96650,-166796,T-13,15808,15948.0,G
-78103,-138199,T13 Sand,15913,15927.0,G
-78065,-138199,U-1 Sand,16331,16429.0,G
-99646,-170531,12800,12824,12838.0,G
-99647,-170531,13700,13714,13790.0,G
-99648,-170531,13800,13805,13884.0,G
-50674,-95348,T-9 Sand ,14350,14378.0,G
-50673,-94160,T-10B Sand ,14609,14621.0,G
-43819,-80002,T-10 Sand ,14646,14660.0,G
-88047,-140116,N Sand,12830,12864.0,O
-88048,-140116,T-11 Sand,15120,15224.0,G
-88049,-140116,T-13 Sand,15492,15666.0,G
-95015,-163727,T-10,14704,14786.0,G
-39690,-70427,T-12 Sand ,15088,15126.0,G
-46688,-84763,T-10D Sand ,14808,14848.0,G
-46689,-85224,T-10A Sand ,14678,14734.0,G
-103529,-175210,U1/A/B/T13U/LB,15784,16534.0,G
-103530,-175210,U1A RB,16590,16652.0,G
-56056,-107456,T-13A Sand,14941,14990.0,G
-62040,-115445,T-10 Sand,14226,14244.0,G
-62736,-116614,T-9 Sand,13978,13988.0,G
-77272,-136185,WWS Sand,12190,12204.0,G
-103936,-175389,T-1 / T-1 RA,13051,13088.0,O
-103934,-175389,T-13 RB,15067,15105.0,G
-103935,-175389,U-1,15580,15639.0,G
-37366,-66353,K Sand ,12738,12788.0,G
-47411,-87091,WWS Sand,12476,12484.0,G
-77297,-135795,WW,12310,12432.0,G
-101928,-173556,N Sand,12898,12952.0,G
-101929,-173556,T-6 RA,13734,13794.0,G
-101930,-173556,T-9 SD RA,14105,14126.0,G
-101931,-173556,T-1,13353,13355.0,O
-101932,-173556,T-1 RA,13378,13404.0,O
-43822,-79982,T-10 Sand ,14358,14430.0,G
-77296,-138544,P Sand,12795,12805.0,G
-103946,-175719,T-13,15321,15356.0,G
-103947,-175719,T-13,15426,15434.0,G
