SN_EOR_FK,GEO_MARKER_NAME,TOP_MD
-132886,D-12,7045.0
-132886,B-20,5672.0
-132886,E-1,7153.0
-134299,E-5 Sand,7499.0
-121507,W Sand,
-121507,U Sand,15100.0
-118056,Marg. A Faunal Zone,8398.0
-118056,Siph. Davisi Faunal Zone,8983.0
-118056,Planulina A Faunal Zone,9613.0
-118056,Lentic Hanseni Faunal Zone,11476.0
-118056,Top Supernormal Pressure,13075.0
-118056,"Planulina ""D""",16675.0
-139888,Planulina A Faunal Zone,9613.0
-139888,Lentic Hanseni Faunal Zone,11476.0
-139888,Top Supernormal Pressure,13075.0
-139888,"Planulina ""D""",16675.0
-143003,Marg. A Faunal Zone,8398.0
-143003,Siph. Davisi Faunal Zone,8983.0
-143003,Planulina A Faunal Zone,9613.0
-143003,Lentic Hanseni Faunal Zone,11476.0
-143003,Top Supernormal Pressure,13075.0
-143003,"Planulina ""D""",16675.0
-139888,Marg. A Faunal Zone,8398.0
-139888,Siph. Davisi Faunal Zone,8983.0
-117574,"""2000"" Sand",2075.0
-117574,S-3 Sand,1870.0
-117574,S-2 Sand,1820.0
-117574,S-1 Sand,1790.0
-117574,TA Lower Sand,2280.0
-117574,TA Upper Sand,2225.0
-117443,J Lwr Sand,8106.0
-117443,G Sand,6871.0
-118100,51C,18820.0
-118100,54A,
-118100,58,
-118175,E30 Sand,7198.0
-118175,F10 Sand,7495.0
-121901,E-30 Sand,7198.0
-121901,F-10 Sand,7495.0
-117922,,
-148783,Aluminum,21088.0
-148783,Top Salt,11162.0
-179331,Aluminum ,21088.0
-118596,G Sand,
-118596,H Sand,16275.0
-118596,L Sand,19334.0
-117888,Ang B 1 Sand,5695.0
-117888,Cris Sub 1 Sand,6150.0
-117888,Cris Sub 2 Sand,
-117888,Cris Sub 3 Sand,6510.0
-117888,Tex (P) 1 Sand,7186.0
-117888,Tex (P) 2 Sand,7335.0
-138737,Ang B 1 Sand,5695.0
-138737,Cris Sub 1 Sand,6150.0
-138737,Cris Sub 3 Sand,6510.0
-138737,Tex (P) 1 Sand,7186.0
-138737,Tex (P) 2 Sand,7335.0
-138737,Cris Sub 2 Sand,
-119835,C-10 Sand,
-119835,C-11 Sand,13850.0
-119835,C-9 Sand ,
-130178,C-11 Sand,13850.0
-133586,C-11 Sand,13850.0
-132576,C-11 Sand,13850.0
-121336,L4 Sand,11144.0
-118939,Upper Miocene Rob E,19810.0
-118939,Upper Miocene Salt Weld,19470.0
-118939,Middle Miocene Cib Op,21320.0
-118939,Middle Miocene Tex W,21430.0
-118939,Middle Miocene Rob L,23590.0
-118939,Middle Miocene Cris I,21700.0
-118939,Oligocene,28300.0
-118939,Lower Miocene Cris A,25720.0
-118939,Eocene,32140.0
-118939,Paleocene,
-118939,Lower Wilcox 2,
-118104,S-2 Sand,1780.0
-118104,S-3 Sand,
-118104,2000 Sand,
-118552,J-C Sand,10640.0
-130118,JC ,11966.0
-134513,G Sand,8088.0
-134513,G-1 Sand,8411.0
-134513,J-C Sand FB III,10640.0
-134513,J-C Sand FB IV,11962.0
-133025,JC,11966.0
-118202,TEX W-3,11485.0
-118202,Tex W-5,12593.0
-157432,Tex W-5G,12437.0
-118120,S-2 Sand,1802.0
-118120,S-3 Sand,1898.0
-118120,2000' Sand ,2223.0
-118215,M7,24590.0
-118215,M9,
-118215,M6,23073.0
-118215,M8,25338.0
-123690,N-1 Sand,
-119103,49.5 SAND,23282.0
-119746,O6L,
-119746,O8,
-119746,O10,
-119746,O12,
-119746,O16,
-120993,Top Pliocene,5783.0
-120993,Top Salt,6675.0
-120993,Base Salt,12125.0
-120993,Miocene 0 ,15249.0
-120993,Miocene 1,15280.0
-120993,Miocene 2,17524.0
-120993,Miocene 3,
-120993,Miocene 4,
-119653,CM-15A Sand,14903.0
-119404,Upper Basal,
-118944,D-Stray Sand,10994.0
-119227,5800' Sand,5797.0
-119227,6800' Sand,6721.0
-119391,6300' Sand,6777.0
-119391,10000' Sand,11060.0
-135492,6300' SAND,6777.0
-135492,7100' SAND,7719.0
-135492,7800' SAND,8340.0
-135492,7900' SAND,8441.0
-135492,7950' SAND,8509.0
-135492,9200' SAND,9806.0
-135492,10000' SAND,11060.0
-121002,B-5,3969.0
-121002,F-30,8148.0
-121002,F-40,8455.0
-121002,F-45,8523.0
-121002,F-35 ,8258.0
-118965,DD,22744.0
-118965,EE,22894.0
-118965,FF,22974.0
-118965,M8 SB,22115.0
-118965,M9 SB,22794.0
-118965,M6 SB,20352.0
-118965,TOP M7 SAND,20910.0
-124013,Top Salt,8270.0
-124013,Base Salt,23410.0
-124013,Lower Miocene,
-124013,Oligocene,25380.0
-124013,Intra-Oligocene,
-124013,Upper Wilcox,26790.0
-124013,Lower Wilcox,28120.0
-119809,Frio FR08 SAND - upthrown,10194.0
-119809,Frio FR18 SAND,10778.0
-119809,Frio FR20 SAND,10953.0
-119809,Frio FR22 SAND,11583.0
-119809,Frio FR24 SAND,12582.0
-119809,Frio FR26 SAND,13216.0
-119809,Frio FR10 SAND,10481.0
-119809,BASE BIG MAC,9506.0
-119809,Frio FR08 SAND - downthrown,10356.0
-120220,GA-2 Sand,7670.0
-120220,HB-1 Sand,9146.0
-120220,IC-4 Sand,
-120220,JD Sand,
-120220,KE-1 Sand,
-120220,KE-2 Sand,
-120220,LF Sand,
-120220,HB-2 Sand,9350.0
-120220,HB-3 Sand,9560.0
-122026,HB-1 Sand,
-122026,JD Sand,
-122026,GA-2 Sand,
-122026,KE-1 Sand,
-122026,KE-2 Sand,
-122026,LF Sand,14078.0
-120941,Top Salt,9474.0
-120527,Top Salt,
-126844,Top Salt,9474.0
-126844,Base Salt,19902.0
-126844,Wilcox 1,27237.0
-126844,Wilcox 2,28046.0
-126844,Oligocene,25708.0
-120529,Top Salt,
-151079,Wilcox 2,28486.0
-151079,Top of Salt,9469.0
-151079,Base of Salt,20169.0
-151079,Wilcox 1,27658.0
-120530,Base Salt,19490.0
-120530,Top Miocene,20646.0
-120530,Top Oligocene,25208.0
-120530,Top Wilcox 1,26734.0
-120530,Top Wilcox 2,27476.0
-120530,Top Salt,8366.0
-131343,Possible fault 10123' TVD,10074.0
-131343,Top of Salt 11036' TVD,11020.0
-131343,Possible inclusion 16301'TVD,16380.0
-131343,Suture 21187' TVD,21103.0
-131343,"Base of salt 25,080' TVD",25292.0
-131343,HC Bearing Siltstones 25319'-25333' TVD,25553.0
-131343,Possible fault 25946' TVD,26592.0
-131343,O75 (Helicosphaera bramlettei) 27349'TVD,28009.0
-131343,Eocene Res.(D. multiradiatus)29884 TVD,31274.0
-131343,Paleocene Res.  31146'TVD,
-120639,Top Salt,
-130465,Top Eocene,26704.0
-130465,Top Salt,8340.0
-130465,Base Salt,19672.0
-130465,Top Miocene,20870.0
-130465,Top Oligocene,25664.0
-130465,Top Wilcox 1,27460.0
-130465,Top Wilcox 2,28270.0
-149669,Top Eocene,26704.0
-149669,Top Wilcox 1,27460.0
-149669,Top Wilcox 2,28270.0
-149669,Top Salt,8340.0
-149669,Base Salt,19672.0
-149669,Top Miocene,20870.0
-149669,Top Oligocene,25664.0
-120260,5450' SAND,
-120260,7250' SAND,
-120085,B-2,6994.0
-120085,B-3,7174.0
-120085,C-2,8484.0
-120085,C-4,8800.0
-120085,B-4,7622.0
-120473,TRIMOSINA A (estimate),3547.0
-120473,CS-2 SAND,5146.0
-120473,CS-3 SAND,5669.0
-120473,ANGULOGERINA B (estimate),5758.0
-120473,CS-3A SAND,6183.0
-120473,LENTICULINA 1 (estimate),7743.0
-120473,CS-7 SAND,7787.0
-120473,CS-8 SAND,8226.0
-120473,CS-9 SAND,8363.0
-120473,TP-1 SAND,8455.0
-120473,TP-2 SAND,8610.0
-120473,TP-4 SAND,8816.0
-130689,CS-3,5660.0
-130689,CS-2,5146.0
-130689,CS-3A,6183.0
-130689,CS-7,7787.0
-130689,CS-8,8226.0
-130689,CS-9,8363.0
-130689,TP-2,8610.0
-130689,TP-4,8816.0
-130689,TP-1,8455.0
-120637,10900' Sand,11430.0
-120637,11300' Sand,11792.0
-142181,S-2 Sand,1905.0
-120935,D-6,6732.0
-120255,E-3,
-120255,E-4,
-120255,E-5,7673.0
-120255,E-6,8008.0
-120935,E-3,7306.0
-120935,E-4,7431.0
-120935,E-5,7499.0
-120935,E-6,7738.0
-120255,F-1A,8692.0
-120255,E-8,8212.0
-120935,E-8,8021.0
-120935,B-20,5672.0
-120935,D-12,7045.0
-120935,E-1,7153.0
-120935,F-1,8132.0
-128418,B-20,5672.0
-128418,D-6,6732.0
-128418,D-12,7045.0
-128418,E-1,7153.0
-128418,E-3,7306.0
-128418,E-4,7431.0
-128418,E-5,7499.0
-128418,F-2,8608.0
-128418,E-6,7738.0
-128418,E-8,8021.0
-128418,F-1,8132.0
-128418,F-1A,8436.0
-120637,11500' Sand,11988.0
-120637,11700' Sand,12434.0
-120275,Trim A Shale,
-120275,Trim B Shale,
-120275,Trim B3 Sand,
-120275,Trim B4 Sand,
-120275,Trim B5 Sand,
-124526,N Sand,7971.0
-120317,N Sand,7971.0
-121125,9950' Sand,11454.0
-121125,11300' Sand,13589.0
-121125,8600' Sand,9901.0
-121125,8900' Sand,10204.0
-121125,9200' Sand,10601.0
-121125,10250' Sand,11780.0
-121125,10400' Stray,12053.0
-121125,10400' Sand,12201.0
-121125,10900' Sand,13098.0
-121125,11500' Sand,13860.0
-121125,9300' Sand,10698.0
-121125,9500' Sand,11020.0
-121125,9900' Sand,11377.0
-121125,8100' Sand,9208.0
-121125,10200' Sand,11681.0
-121125,11700' Sand,14477.0
-121125,12100' Sand,15412.0
-120352,DD Sand,24788.0
-120352,EE Sand,24579.0
-120352,FF Sand,24882.0
-120523,8200' SD,8996.0
-120429,TEX- W3,
-120294,5450' Sand,
-120294,7250' Sand,
-120294,5350' Sand,8150.0
-120294,6900' Sand,8802.0
-120294,7000' Sand,8905.0
-120294,7500' Sand,
-120294,6000' Sand,
-120294,6250' Sand,
-120294,5000' Sand,8039.0
-125968,Cib R1,
-125968,Cib R1a,
-125968,Cib R2,
-125968,Cib R3,
-125968,Cib R4,
-125968,Tex X1,
-137509,Bul 17 Sand,12264.0
-137509,Bul 18 Sand,12380.0
-137509,Cib R1 Sand,13460.0
-137509,Cib R1a Sand,13720.0
-137509,Cib R2 Sand,14045.0
-137509,Bul 14 Sand,11799.0
-144455,Bul 14 Sand,11914.0
-120431,G-35 Sand,11300.0
-120431,H-30 Sand ,12240.0
-121608,G-35 Sand,11300.0
-121608,H-30 Sand ,12240.0
-128303,G-35 Sand,11300.0
-128303,H-30,12240.0
-135958,G-35 sand,11300.0
-135958,H-30 sand,12240.0
-120578,Jurassic Norphlet Sand,21800.0
-120427,Top Discoaster B,20220.0
-120427,Top Salt Weld,20732.0
-120427,Top Discoaster C,
-121549,P1:10 Sand,14622.0
-120437,Trim B-1,12870.0
-120617,CM-15AB Sand,14799.0
-120617,CM-15AC Sand,15153.0
-120617,CM-15B Sand,15800.0
-120480,O Sand,
-120480,P Sand,14826.0
-120842,Disc 12,
-120842,Cris I,
-129299,Cris I,
-129299,Disc 12,
-120943,Cotton Valley Top,23173.0
-120943,Smackover,25292.0
-120943,Norphlet,25652.0
-120519,M10,
-120518,Top of Salt,7681.0
-120518,Base of Salt,20623.0
-120518,Oligocene,
-120518,M15,27302.0
-120518,M16,27730.0
-120816,J2 RU1,21668.0
-121817,7250' Sand,
-131338,6900' Sand,8603.0
-131338,7000' Upper Sand,8762.0
-131338,7000' Lower Sand,9142.0
-131338,5350' Sand,7589.0
-131338,5600' Sand,7796.0
-123355,N-1 Sand,12302.0
-123355,N-2 Sand,12424.0
-123355,N-3 Sand,12546.0
-120580,N-1 Sand,5380.0
-130485,N-1 Sand,5380.0
-120694,CP 10B Sand,
-120694,CP 13 Sand,
-124483,TEX-W3,
-120856,G-35 Sand,9725.0
-120856,H-30 Sand,10463.0
-120856,Rob E Sand ,11808.0
-127187,H-30 Sand,10463.0
-127187,G-35 Sand,9725.0
-127187,Rob E Sand ,11808.0
-128302,G-35 Sand,9725.0
-128302,H-30 Sand,10463.0
-128302,Rob E Sand,11808.0
-122052,8600 Shale Marker,
-122052,CP4,
-122052,Eponides Hannai,
-122052,"10,700' Sand",
-122052,Buliminella 1,
-122052,Textularia X,12805.0
-122052,Tex X-2 Sand,13224.0
-122052,Tex X-3 Sand,13468.0
-120838,Top Salt,8453.0
-120838,Base Salt,12936.0
-120838,Pleistocene 1.7,17157.0
-120838,Teal Top,19086.0
-120838,Orange Top,19725.0
-120838,Green Top,20759.0
-120838,Maroon Top,21978.0
-175157,Brown Sand,20367.0
-175157,Green Sand,21014.0
-175157,Maroon Sand,21962.0
-175157,Navy Sand,22337.0
-175157,Orange Sand,19724.0
-175157,Pleist 1.5,16803.0
-175157,Pleist 1.5,16755.0
-175157,Pleist 1.7,17158.0
-175157,Top Salt,8453.0
-175157,Base Salt,12936.0
-175157,Teal Sand,19084.0
-121187,A-3 Sand,4239.0
-121187,A-4 Sand,4334.0
-121187,A-5 Sand,4585.0
-120638,GA-2 Sand,7670.0
-120638,HB-1 Sand,9146.0
-120638,IC-4 Sand,11275.0
-120638,JD Sand,12780.0
-120638,KE-1 Sand,13448.0
-120638,KE-2 Sand,13550.0
-120638,LF Sand,14119.0
-121611,3200 Sand,6124.0
-121611,3700 Upper,7540.0
-121611,3700 Lower,7834.0
-127961,3200 Sand,6124.0
-127961,3700 Upper ,7540.0
-127961,3700 Lower,7834.0
-121333,N-6B Sand,6414.0
-121333,N-6A Sand,6390.0
-139038,L sand,5490.0
-122505,G13 Sand,
-122505,H14 Sand,
-122505,H15 Sand,
-129902,B-22 Sand,10104.0
-129902,B-23 Sand,10320.0
-129902,B-25 Sand,10742.0
-134428,B-22 Sand,10104.0
-134428,B-23 Sand,10320.0
-125028,6300 Sand,
-125028,7800 Sand,
-125028,9200 Sand,
-125028,9400 Sand,
-121018,WM10,
-121018,WM12,
-121018,WM14,
-121018,WM16,
-127492,CS-2 SAND,4710.0
-127492,CS-3 SAND,4981.0
-127492,TRIMOSINA A,
-127492,ANGULOGERINA B,
-127492,CS-3A SAND,5234.0
-127492,FAULT (~00'),
-127492,CS-7 SAND,6633.0
-127492,CS-8 SAND,6838.0
-127492,TP-1 SAND,6914.0
-127492,TP-2 SAND,7407.0
-127492,TP-4 SAND,7654.0
-127492,TP-6 SAND,8143.0
-127492,TP-9 SAND,8238.0
-127492,TP-11A SAND,8760.0
-127492,BULIMINELLA 1,
-127492,Bul. 1-1 SAND,
-127492,Bul. 1-2 SAND,
-127492,Bul. 1-3 SAND,
-127492,Bul. 1-C SAND,
-127492,Bul. 1-C SAND Base,
-129777,Bu. 1-2,
-129777,CS-3A,5234.0
-129777,Buliminella 1,
-129777,TP-2,7407.0
-123796,CS-2 SAND,4710.0
-123796,CS-3 SAND,4981.0
-123796,TRIMOSINA A,
-123796,ANGULOGERINA B,
-123796,CS-3A SAND,5234.0
-123796,FAULT (~00'),
-123796,CS-7 SAND,6633.0
-123796,CS-8 SAND,6838.0
-123796,TP-1 SAND,6914.0
-123796,TP-2 SAND,7407.0
-123796,TP-4 SAND,7654.0
-123796,TP-6 SAND,8143.0
-123796,TP-9 SAND,8238.0
-123796,TP-11A SAND,8760.0
-123796,BULIMINELLA 1,
-123796,Bul. 1-1 SAND,
-123796,Bul. 1-2 SAND,
-123796,Bul. 1-3 SAND,
-123796,Bul. 1-C SAND,
-123796,Bul. 1-C SAND Base,
-129777,TP-4,7654.0
-129777,CS-3,4981.0
-129777,TP-11A,8760.0
-129777,Bul. 1-3,
-129777,Angulogerina B,
-129777,CS-2,4710.0
-129777,CS-8,6838.0
-129777,TP-1,5914.0
-129777,TP-9,8238.0
-129777,TP-6,8143.0
-129777,Fault (~00'),
-129777,Bul. 1-C,
-129777,Bul. 1-1,
-129777,Trimosina A,
-129777,Bul. 1-C Base,
-129777,CS-7,6633.0
-120975,Top of Salt,
-120975,Base of Salt,
-120975,Top of Oligocene,
-124378,Trimosina A,
-124378,CS-2,
-124378,CS-3,
-124378,Angulogerina B,
-124378,CS-3A,
-124378,CS-5,
-124378,Lenticulina 1,
-124378,CS-7,
-124378,TP-1,
-124378,TP-4,
-124378,TP-6,
-124378,TP-9,
-124378,TP-11A,
-124378,Bul 1-1,
-124378,Bul 1-C,
-124378,Bul 1-C Base,
-122208,CP 10B Sand,
-122208,CP 13 Sand,
-120955,H1,14852.0
-120955,IO,15217.0
-120955,I1,15401.0
-120955,Ic,15620.0
-120955,I marl,15679.0
-120955,I2,15721.0
-120955,J0,16261.0
-120955,J1,16427.0
-120955,J2,16441.0
-120955,J marl,16467.0
-120955,K0,16678.0
-120955,K1,16896.0
-120955,K2,17134.0
-120955,M1,17438.0
-120955,M2,17614.0
-120955,M marl,17764.0
-120955,M4,17843.0
-120955,M6 ,
-120955,M8,
-124527,N-1 Sand,5534.0
-130486,N-1 Sand,5534.0
-175288,N-1 Sand,5534.0
-120938,TP10,
-120938,TP14,
-120938,Tex (P) 15,
-120938,Bul 1-6,
-125029,6300 Sand,
-125029,7800 Sand,
-125029,9200 Sand,
-125029,9400 Sand,
-121230,LD Sand,
-121230,MS J-2 Sand,15040.0
-121230,MH Upper Sand,14192.0
-121230,MH Lower Sand,14237.0
-121230,KF Sand,11521.0
-173493,MH Upper,14192.0
-173493,MS J-2,15040.0
-173493,MH Lower,14237.0
-127215,TEX-W3,
-120981,TP10,9048.0
-120981,TP14,9206.0
-120981,Tex (P) 15,9293.0
-120981,Bul 1-6,
-121571,"G-8,U2",12174.0
-121571,G-7A,11850.0
-121571,G-7,11656.0
-121571,G9AU,12386.0
-121571,G-6B,11460.0
-132195,G-6B,11460.0
-132195,G-7,11656.0
-132195,G-7A,11850.0
-132195,"G-8,U2",12174.0
-132195,G9AU,12386.0
-123135,Top of Salt,9075.0
-123135,Base of Salt,19020.0
-123135,Lower Pliocene,
-121767,TP-4 Sand,
-121767,TP-11B Sand,
-121767,BUL 1-7 Sand,
-121767,BUL 1-8 Sand,
-121767,BUL 1-10 Sand,
-121883,S-2 Sand,7662.0
-121727,F-35 Sand,8287.0
-121727,F-40 Sand,8492.0
-121727,F-30 Sand,8170.0
-122248,R Sand,
-125846,9200' Sand,9285.0
-121939,B-4A,9524.0
-121939,C-8,10230.0
-121939,C-10,10648.0
-127121,GA-1 Sand,7804.0
-127121,GA-2 Sand,7950.0
-124765,OI-1 Upper Sand,12343.0
-124765,JD Sand,
-124765,KE-1 Sand,
-124765,KE-2 Sand,
-124765,LF Sand,
-124765,MG Sand,
-124765,NI Sand,
-124765,OI-1 Lower Sand,12440.0
-124765,OI-4 Sand,
-131193,OI-1 Upper ,12343.0
-131193,OI-1 Lower,12440.0
-122267,C-9/10 Lwr  Sand,10712.0
-122267,C-9 /10 Upper Sand,10620.0
-130374,C9-/10,10602.0
-122325,N-6A Sand,6412.0
-197066,N6 Sand,6412.0
-122830,C-4,12780.0
-129412,C-4,12780.0
-121900,"Pliocene 18,500' Sand",
-131461,Pliocene 19500' Sand,
-152272,18300' Sand,18350.0
-121728,M7 Base Sand,22625.0
-121568,Top of Salt,
-121568,Bottom of Salt,
-121568,P Sand,14970.0
-133614,Top Ang. B 1 Sand,5805.0
-122445,E1,11510.0
-122445,E2,
-122445,E3,
-122445,E4,
-122445,E7,
-123334,7600' Sand,8315.0
-123599,3700 Upper Sand,5301.0
-123599,3700 Lower Sand,5736.0
-123183,M15,27302.0
-122990,Cris I,17105.0
-154234,M56 Lower/M56 Lower A,17348.0
-154234,Cris I,17105.0
-122578,F35RA,8512.0
-122578,F30RA,8390.0
-122578,F40RA,8728.0
-152051,F30RA,8390.0
-152051,F35RA,8512.0
-152051,F40RA,8728.0
-128241,Bottom of Salt,16752.0
-128241,Green F Sand,25786.0
-128241,Blue A Sand,26534.0
-128241,Blue E Sand,27170.0
-128241,Blue N Sand,27786.0
-128241,Orange P Sand,29657.0
-128241,Green E Sand,25613.0
-128241,Top of Salt,9760.0
-128241,Water Bottom,6130.0
-128241,Red B Sand,22356.0
-128241,Green B Sand,24412.0
-128241,Green C Sand,24593.0
-128241,Green D Sand,25066.0
-128241,Blue P Sand,28035.0
-128241,Orange C Sand,28356.0
-128241,Orange F Sand,28904.0
-128241,Orange H Sand,29093.0
-125172,N-6 A Sand,7170.0
-125172,N Sand,6400.0
-123094,N-6 Sand,6532.0
-125807,7100',8883.0
-125807,7200',9400.0
-125807,7300',9703.0
-123854,GA-2 Sand,6514.0
-123854,HB-1 Sand,7088.0
-131402,TA 3.1 Sand,
-131402,Ang B-6 Sand,
-133765,TA-4 Sand,4650.0
-134354,TA 3.1 Sand,3597.0
-134354,TA-4 Sand,4650.0
-134354,Ang B-6 Sand,
-134354,TA 3.1 Sand,
-133765,TA  3.1 Sand,3597.0
-122608,P Sand,11706.0
-122608,Q Sand,11906.0
-122608,R Sand,
-124688,Top of Salt 2,17761.0
-124688,Bottom of Salt 2,18786.0
-124688,Top of Salt 1,13113.0
-124688,Bottom of Salt 1,16628.0
-124688,Calabrian-1,17205.0
-124688,Piacenzian-2,
-124688,Piacenzian-1,
-123894,Top Salt Weld,20732.0
-123894,Top Discoaster C,
-123894,Top Discoaster B,20220.0
-123713,I-11,
-123713,I-10,
-135895,I Sand,
-122671,TP-4 Sand,8780.0
-122671,CRS-8 Sand,8206.0
-122671,TP-11B Sand,9892.0
-122671,TP-15 Sand,10390.0
-122671,BUL 1-1 Sand,10730.0
-122671,BUL 1-6 Sand,10775.0
-122671,BUL 1-7c Sand,11833.0
-122671,BUL 1-8 Sand,12072.0
-141439,Bul 1-8,12156.0
-122871,C3,13896.0
-122871,E2A,14829.0
-122871,E6C,14955.0
-122871,E10A,15132.0
-122871,H2,17905.0
-122871,F-MKR,16205.0
-122871,GOA,16510.0
-122871,GOB,16631.0
-122871,G1A,16821.0
-122871,G1B,16906.0
-122871,G3A,17290.0
-122871,G3B,17431.0
-122871,G3C,17553.0
-122871,G4,17655.0
-122871,HI,17870.0
-122871,C1,13729.0
-122871,C2,13850.0
-122871,C4,13960.0
-122871,D1,14111.0
-122871,D2,14175.0
-122871,E10B,15185.0
-139846,H2 RC3,17910.0
-172108,G3A,17290.0
-172108,H2 RC3,17910.0
-125853,BULIMINELLA 1,7680.0
-125853,CS-5,5157.0
-125853,CS-3A,4695.0
-125853,ANGULOGERINA B,
-125853,CS-3,4512.0
-125853,CS-2,4194.0
-125853,TRIMOSINA A,
-124914,Lenticulina 1,
-124914,CS-7,5946.0
-124914,TP-1,6494.0
-124914,TP-4,6753.0
-124914,TP-6,6928.0
-124914,TP-9,7070.0
-124914,TP-11A,
-124914,Bul 1-1,
-124914,Bul 1-C,
-124914,Bul 1-C Base,
-129529,CS-2,4194.0
-129529,CS-3,4512.0
-129529,CS-3A,4695.0
-129529,TP-1,6494.0
-129529,TP-6,6928.0
-129529,TP-9,7070.0
-129529,Buliminella 1,7680.0
-129529,CS-5,5157.0
-129529,CS-7,5946.0
-129529,TP-4,6753.0
-136557,TP-9 Sand,7072.0
-139309,TP-4 Sand,6753.0
-122836,E2,11755.0
-122836,E3,12312.0
-122836,EI,11514.0
-122836,E5,12586.0
-122836,E7,12838.0
-122874,R Sand,12236.0
-122874,Q Sand,11930.0
-133671,Q Sand,11930.0
-177687,Upper P Sand,11684.0
-177687,Lower P Sand,11762.0
-123956,6300' Sand,6353.0
-123956,10000' Sand,10612.0
-123759,G Sand,8100.0
-123759,E Sand,7535.0
-123759,F Sand,7695.0
-123759,I-1 Sand,8680.0
-123759,I -3 Sand,9185.0
-123759,I-4 Sand,9565.0
-124445,Ursa Blue,5338.0
-124445,Ursa Green,6562.0
-133009,N-1 Sand,
-133009,Ursa Green,
-133009,I-6 Sand,
-133009,K-4 Sand,
-133009,Ursa Blue,
-123989,D Sanmiguel,14932.0
-123989,C Sand,16262.0
-123989,M20,17832.0
-131647,M3 SB,23045.0
-131647,M6 SB,24997.0
-131647,M7 SB,27005.0
-131647,M8 SB,27712.0
-131647,Top M9 Upper Sand,28467.0
-131647,Base DD Sand (M9 SB),28966.0
-131647,Base FF Sand (M10 SB),29393.0
-123872,PLG Sand,7802.0
-123872,B-1 Sand,8284.0
-126148,N-6A Sand,7348.0
-173319,N6 RB ,7348.0
-124566,4000,13420.0
-124566,3500,11090.0
-124566,4200,13985.0
-124566,4400,15760.0
-124566,4600,17444.0
-124566,4700,
-124566,4800,19910.0
-131415,4000,13420.0
-131415,4200,13985.0
-131415,4400,15760.0
-131415,4600,17444.0
-131415,4800,19910.0
-131415,4700,
-131415,3500,11090.0
-124424,Rob E,11960.0
-124424,G-35,9866.0
-129348,Rob E,11960.0
-129348,G-35,9866.0
-139044,1200' Sand,1950.0
-123824,Top of Salt,9693.0
-123824,Base of Salt,20624.0
-123824,M7 Mid Base,22625.0
-123824,M6 SB (13.05Ma),21873.0
-123824,M7 Mid Top,22539.0
-134822,M55,18790.0
-134822,M56L,18210.0
-123829,ID Sand,5322.0
-123829,D Sand,5410.0
-123829,E Sand,5782.0
-146275,D Sand,5409.0
-146275,E Sand,5782.0
-146275,ID Sand,5322.0
-178229,D Sand,5409.0
-178229,ID Sand,5322.0
-178229,E Sand,5782.0
-178229,D Sand,5410.0
-123837,Q,21378.0
-123837,R1,21998.0
-123837,RC2 ,22267.0
-123837,R2D,22520.0
-137893,Q,21378.0
-137893,R1,21998.0
-137893,R2D,22520.0
-171988,HC sand,19730.0
-171988,P2a,20769.0
-171988,P2b.1,21182.0
-171988,P2b.2,21198.0
-171988,P2b.3,21320.0
-171988,P2b.4,21339.0
-171988,Q,21378.0
-171988,R1,21998.0
-171988,R2b,22209.0
-171988,R2C,22269.0
-171988,R2c.2,22297.0
-171988,R2c.3,22410.0
-171988,R2d,22520.0
-171988,HC,19635.0
-171988,R2c.1,22267.0
-127906,URSA Blue TOP,5264.0
-127906,URSA Blue Base,
-127906,URSA Green Top,
-127906,URSA Green Base,
-127906,M54 K2,
-127906,M54 K4,
-127906,N2 ,
-127906,N1 Sand,25854.0
-123855,URSA Blue TOP,5367.0
-123855,URSA Blue Base,6030.0
-123855,URSA Green Top,6526.0
-123855,URSA Green Base,7325.0
-123855,M54 K2,
-123855,M54 K4,
-123855,N2 ,
-123855,N1 Sand,
-123875,B-4,
-123875,C-7,
-124665,8000' Sand,
-123841,Moicene 3,
-123841,Miocene 4,
-123841,Miocene 1,15650.0
-123841,Miocene 2,18230.0
-123841,MFS 7.7  Sand,20793.0
-123954,8750' Sand,11926.0
-123954,8300' Sand,11343.0
-128119,8300' Sand,11343.0
-128119,8600' Sand,11725.0
-128119,8750' Sand,11926.0
-124277,TP-11 Sand,12107.0
-132574,TP-9B,11872.0
-132574,TP-11,12107.0
-124247,4000,
-124247,4600,
-124247,4800,
-128613,4000,13112.0
-128613,4600,16430.0
-128613,4800,18598.0
-128613,5100,20229.0
-139645,4600,16430.0
-124171,Oligocene,
-124171,Top Wilcox 1,
-124171,Top Wilcox 2,
-124170,Base of Salt,21399.0
-124170,Top of Oligocene,30200.0
-124170,Top of Salt,15693.0
-124069,10300' Sand,10311.0
-124069,8600' Sand,8620.0
-125027,6950 Sand,7016.0
-125027,7400 Sand,7622.0
-125027,8550 Sand,8651.0
-125027,7300 Sand,7512.0
-125027,8600 Sand,8838.0
-125027,5400 Sand,5137.0
-125027,6350 Sand,6190.0
-125027,6400 Sand,6280.0
-124033,N Sand,11675.0
-124033,Q Sand,
-124033,R Sand,
-128494,CIB OP 2 OIL Sand,
-124185,L-22 Sand,
-124411,Oligocene,25271.0
-124411,Top Wilcox 1,
-124411,Top Wilcox 2,
-125303,D Sand,5560.0
-125303,E Sand,5936.0
-125303,F Sand,6214.0
-127568,D Sand,5560.0
-127568,E Sand,5936.0
