﻿OccNo,OccID,VesselID,VesselName,XrfOccVesselVictimCountID,ManuallyEnteredStatsIND,VictimMissing,VictimMinorInjuries,VictimSeriousInjuries,VictimDeath,TotalVesselInjuries,TotalPeopleInWater,PeopleInWaterWearingLSE,PeopleInWaterLseTypeID,PeopleInWaterLseTypeDisplayEng,PeopleInWaterLseTypeDisplayFre,PeopleInWaterNoLSE,PeopleInWaterDontKnowLSE
"M24C0280",52699,,"ASHORE/RIVAGE",21133,0,0,0,0,0,0,0,0,,,,0,0
"M24C0279",52698,31134,"MSC BHAVYA V",21130,0,0,0,0,0,0,0,0,,,,0,0
"M24C0279",52698,,"ASHORE/RIVAGE",21129,0,0,0,0,0,0,0,0,,,,0,0
"M24C0278",52697,31133,"Barge (unregistered) - spud, construction",21128,0,0,0,0,0,0,0,0,,,,0,0
"M24C0278",52697,31132,"C30947QC",21127,0,0,0,0,0,0,0,0,,,,0,0
"M24C0278",52697,,"ASHORE/RIVAGE",21126,0,0,0,0,0,0,0,0,,,,0,0
"M24C0277",52696,25975,"EVANS SPIRIT",21125,1,0,0,1,0,1,0,0,,,,0,0
"M24C0277",52696,,"ASHORE/RIVAGE",21124,0,0,0,0,0,0,0,0,,,,0,0
"M24A0404",52695,31129,"ROCKY PLACES",21117,0,0,0,0,0,0,0,0,,,,0,0
"M24A0404",52695,,"ASHORE/RIVAGE",21116,0,0,0,0,0,0,0,0,,,,0,0
"M24P0256",52694,31126,"YM COURAGE",21109,0,0,0,0,0,0,0,0,,,,0,0
"M24P0256",52694,,"ASHORE/RIVAGE",21108,0,0,0,0,0,0,0,0,,,,0,0
"M24P0255",52693,31152,"OCEAN CYPRESS",21196,0,0,0,0,0,0,0,0,,,,0,0
"M24P0255",52693,,"ASHORE/RIVAGE",21195,0,0,0,0,0,0,0,0,,,,0,0
"M24A0403",52691,31130,"LE PAR-EN-BAS",21119,0,0,0,0,0,0,0,0,,,,0,0
"M24A0403",52691,,"ASHORE/RIVAGE",21118,0,0,0,0,0,0,0,0,,,,0,0
"M24A0402",52690,30168,"SOU'WEST PREDATOR",21123,0,0,0,0,0,0,0,0,,,,0,0
"M24A0402",52690,,"ASHORE/RIVAGE",21122,0,0,0,0,0,0,0,0,,,,0,0
"M24A0401",52689,31128,"BAY CATCHER 2013",21115,0,0,0,0,0,0,0,0,,,,0,0
"M24A0401",52689,,"ASHORE/RIVAGE",21114,0,0,0,0,0,0,0,0,,,,0,0
"M24A0400",52688,31131,"OCEAN COMMOTION",21121,0,0,0,0,0,0,0,0,,,,0,0
"M24A0400",52688,,"ASHORE/RIVAGE",21120,0,0,0,0,0,0,0,0,,,,0,0
"M24A0399",52687,31136,"MEN IN BLACK II",21145,0,0,0,0,0,0,0,0,,,,0,0
"M24A0399",52687,,"ASHORE/RIVAGE",21144,0,0,0,0,0,0,0,0,,,,0,0
"M24A0398",52686,31125,"CALL ME CRAZY",21107,0,0,0,0,0,0,0,0,,,,0,0
"M24A0398",52686,,"ASHORE/RIVAGE",21106,0,0,0,0,0,0,0,0,,,,0,0
"M24A0397",52685,31127,"KELSEY DAWN",21111,0,0,0,0,0,0,0,0,,,,0,0
"M24A0397",52685,,"ASHORE/RIVAGE",21110,0,0,0,0,0,0,0,0,,,,0,0
"M24A0396",52684,17952,"MUST ""N"" TELL",21113,0,0,0,0,0,0,0,0,,,,0,0
"M24A0396",52684,,"ASHORE/RIVAGE",21112,0,0,0,0,0,0,0,0,,,,0,0
"M24C0276",52683,18560,"FEDERAL YOSHINO",21137,0,0,0,0,0,0,0,0,,,,0,0
"M24C0276",52683,,"ASHORE/RIVAGE",21136,0,0,0,0,0,0,0,0,,,,0,0
"M24A0395",52682,26879,"EZ-GO-N 06",21095,0,0,0,0,0,0,0,0,,,,0,0
"M24A0395",52682,,"ASHORE/RIVAGE",21094,0,0,0,0,0,0,0,0,,,,0,0
"M24A0394",52681,31122,"FORTUNATE SONS 2019",21141,0,0,0,0,0,0,0,0,,,,0,0
"M24A0394",52681,,"ASHORE/RIVAGE",21140,0,0,0,0,0,0,0,0,,,,0,0
"M24A0393",52680,31123,"MARITIME MAGIC",21097,0,0,0,0,0,0,0,0,,,,0,0
"M24A0393",52680,,"ASHORE/RIVAGE",21096,0,0,0,0,0,0,0,0,,,,0,0
"M24C0275",52679,28960,"JAMNO",21091,0,0,0,0,0,0,0,0,,,,0,0
"M24C0275",52679,,"ASHORE/RIVAGE",21090,0,0,0,0,0,0,0,0,,,,0,0
"M24A0392",52678,31124,"CINDY & BROTHERS II",21099,0,0,0,0,0,0,0,0,,,,0,0
"M24A0392",52678,,"ASHORE/RIVAGE",21098,0,0,0,0,0,0,0,0,,,,0,0
"M24F0020",52677,21910,"TIM S. DOOL",21089,0,0,0,0,0,0,0,0,,,,0,0
"M24F0020",52677,,"ASHORE/RIVAGE",21088,0,0,0,0,0,0,0,0,,,,0,0
"M24C0274",52676,31120,"NAVIOS ALTAIR",21087,0,0,0,1,0,1,0,0,,,,0,0
"M24C0274",52676,,"ASHORE/RIVAGE",21086,0,0,0,0,0,0,0,0,,,,0,0
"M24A0391",52675,24730,"TAMMY SUZANNE",21101,0,0,0,0,0,0,0,0,,,,0,0
"M24A0391",52675,,"ASHORE/RIVAGE",21100,0,0,0,0,0,0,0,0,,,,0,0
"M24A0390",52674,25385,"ATLANTIC JOURNEY",21103,0,0,0,0,0,0,0,0,,,,0,0
"M24A0390",52674,,"ASHORE/RIVAGE",21102,0,0,0,0,0,0,0,0,,,,0,0
"M24A0389",52673,20954,"RALPH AVERY",21105,0,0,0,0,0,0,0,0,,,,0,0
"M24A0389",52673,,"ASHORE/RIVAGE",21104,0,0,0,0,0,0,0,0,,,,0,0
"M24A0388",52672,31121,"BRADY JOHN",21093,0,0,0,0,0,0,0,0,,,,0,0
"M24A0388",52672,,"ASHORE/RIVAGE",21092,0,0,0,0,0,0,0,0,,,,0,0
"M24A0387",52671,26624,"MISS CAITLIN II",21085,0,0,0,0,0,0,0,0,,,,0,0
"M24A0387",52671,,"ASHORE/RIVAGE",21079,0,0,0,0,0,0,0,0,,,,0,0
"M24A0386",52670,26879,"EZ-GO-N 06",21082,0,0,0,0,0,0,0,0,,,,0,0
"M24A0386",52670,,"ASHORE/RIVAGE",21081,0,0,0,0,0,0,0,0,,,,0,0
"M24A0385",52669,20954,"RALPH AVERY",21084,0,0,0,0,0,0,0,0,,,,0,0
"M24A0385",52669,,"ASHORE/RIVAGE",21083,0,0,0,0,0,0,0,0,,,,0,0
"M24P0253",52668,12549,"GORDON REID",21073,0,0,0,0,0,0,0,0,,,,0,0
"M24P0253",52668,,"ASHORE/RIVAGE",21072,0,0,0,0,0,0,0,0,,,,0,0
"M24P0252",52667,31118,"JENSEN COVE",21076,0,0,0,0,0,0,0,0,,,,0,0
"M24P0252",52667,21043,"WESTCOASTER",21075,0,0,0,0,0,0,0,0,,,,0,0
"M24P0252",52667,,"ASHORE/RIVAGE",21074,0,0,0,0,0,0,0,0,,,,0,0
"M24P0251",52666,31117,"NILOS",21071,0,0,0,0,0,0,0,0,,,,0,0
"M24P0251",52666,,"ASHORE/RIVAGE",21070,0,0,0,0,0,0,0,0,,,,0,0
"M24P0250",52665,31116,"C26250BC",21069,0,0,0,0,0,0,0,0,,,,0,0
"M24P0250",52665,,"ASHORE/RIVAGE",21068,0,0,0,0,0,0,0,0,,,,0,0
"M24A0384",52664,31119,"CHAS'N RAC'N 20",21078,0,0,0,0,0,0,0,0,,,,0,0
"M24A0384",52664,,"ASHORE/RIVAGE",21077,0,0,0,0,0,0,0,0,,,,0,0
"M24A0383",52663,31178,"UNNAMED",21264,0,0,0,0,0,0,0,0,,,,0,0
"M24A0383",52663,,"ASHORE/RIVAGE",21263,0,0,0,0,0,0,0,0,,,,0,0
"M24A0381",52661,23274,"CAPE EDENSAW",21067,0,0,0,0,0,0,0,0,,,,0,0
"M24A0381",52661,,"ASHORE/RIVAGE",21066,0,0,0,0,0,0,0,0,,,,0,0
"M24A0380",52660,11265,"MICHAEL J II",21065,0,0,0,0,0,0,0,0,,,,0,0
"M24A0380",52660,,"ASHORE/RIVAGE",21064,0,0,0,0,0,0,0,0,,,,0,0
"M24A0379",52658,8100,"KOPIT HOPSON 1752",21257,1,0,0,1,1,2,0,0,,,,0,0
"M24A0379",52658,,"ASHORE/RIVAGE",21256,0,0,0,0,0,0,0,0,,,,0,0
"M24P0249",52657,31113,"C27333BC (C TOW BROUGHTON OR CB2)",21052,0,0,0,0,0,0,0,0,,,,0,0
"M24P0249",52657,25286,"AMANDA REID",21053,0,0,0,0,0,0,0,0,,,,0,0
"M24P0249",52657,,"ASHORE/RIVAGE",21051,0,0,0,0,0,0,0,0,,,,0,0
"M24P0248",52656,12310,"DUSTY JAMES",21056,0,0,0,0,0,0,0,0,,,,0,0
"M24P0248",52656,,"ASHORE/RIVAGE",21055,0,0,0,0,0,0,0,0,,,,0,0
"M24P0247",52655,25286,"AMANDA REID",21046,0,0,0,0,0,0,0,0,,,,0,0
"M24P0247",52655,,"ASHORE/RIVAGE",21045,0,0,0,0,0,0,0,0,,,,0,0
"M24P0246",52654,25155,"SEASPAN KESTREL",21048,0,0,0,0,0,0,0,0,,,,0,0
"M24P0246",52654,,"ASHORE/RIVAGE",21047,0,0,0,0,0,0,0,0,,,,0,0
"M24P0244",52652,,"ASHORE/RIVAGE",21063,0,0,0,0,0,0,0,0,,,,0,0
"M24P0243",52651,30084,"LEDCOR L3301",21044,0,0,0,0,0,0,0,0,,,,0,0
"M24P0243",52651,29131,"LEDCOR L3801",21043,0,0,0,0,0,0,0,0,,,,0,0
"M24P0243",52651,25168,"JOHN M LEDCOR",21042,0,0,0,0,0,0,0,0,,,,0,0
"M24P0243",52651,,"ASHORE/RIVAGE",21041,0,0,0,0,0,0,0,0,,,,0,0
"M24C0272",52650,26423,"NACC QUEBEC",21058,1,0,1,0,0,1,0,0,,,,0,0
"M24C0272",52650,,"ASHORE/RIVAGE",21057,0,0,0,0,0,0,0,0,,,,0,0
"M24A0378",52649,31114,"NICK & ASH 2021",21060,1,0,0,0,0,0,4,0,,,,0,4
"M24A0378",52649,,"ASHORE/RIVAGE",21059,0,0,0,0,0,0,0,0,,,,0,0
"M24A0377",52648,31112,"THE PREDATOR",21050,0,0,0,0,0,0,0,0,,,,0,0
"M24A0377",52648,,"ASHORE/RIVAGE",21049,0,0,0,0,0,0,0,0,,,,0,0
"M24C0271",52647,31108,"Other - (unknown - no witnesses)",21026,0,0,0,0,0,0,0,0,,,,0,0
"M24C0271",52647,31106,"C25150ON (CAPE DISCOVERY)",21025,0,0,0,0,0,0,0,0,,,,0,0
"M24C0271",52647,29199,"CAPE DISCOVERY",21024,0,0,0,0,0,0,0,0,,,,0,0
"M24C0271",52647,,"ASHORE/RIVAGE",21023,0,0,0,0,0,0,0,0,,,,0,0
"M24F0019",52646,31105,"MUSALA",21037,0,0,0,0,0,0,0,0,,,,0,0
"M24F0019",52646,21910,"TIM S. DOOL",21038,0,0,0,0,0,0,0,0,,,,0,0
"M24F0019",52646,,"ASHORE/RIVAGE",21036,0,0,0,0,0,0,0,0,,,,0,0
"M24A0376",52645,31111,"IVY ROSE",21040,0,0,0,0,0,0,0,0,,,,0,0
"M24A0376",52645,,"ASHORE/RIVAGE",21039,0,0,0,0,0,0,0,0,,,,0,0
"M24P0242",52644,21720,"OCEAN MISTRESS",21035,0,0,0,0,0,0,0,0,,,,0,0
"M24P0242",52644,,"ASHORE/RIVAGE",21034,0,0,0,0,0,0,0,0,,,,0,0
"M24C0270",52643,724,"RT. HON. PAUL J. MARTIN",21016,0,0,0,0,0,0,0,0,,,,0,0
"M24C0270",52643,,"ASHORE/RIVAGE",21015,0,0,0,0,0,0,0,0,,,,0,0
"M24P0241",52642,31102,"MEDI MANILA",21022,0,0,0,0,0,0,0,0,,,,0,0
"M24P0241",52642,22323,"TRACY ANN NO I",21021,0,0,0,0,0,0,0,0,,,,0,0
"M24P0241",52642,,"ASHORE/RIVAGE",21020,0,0,0,0,0,0,0,0,,,,0,0
"M24P0240",52641,16058,"ROSILEE I",21028,1,0,0,1,0,1,0,0,,,,0,0
"M24P0240",52641,,"ASHORE/RIVAGE",21027,0,0,0,0,0,0,0,0,,,,0,0
"M24C0269",52640,3151,"ALEXANDRINA-CHALIFOUX",21019,0,0,0,0,0,0,0,0,,,,0,0
"M24C0269",52640,,"ASHORE/RIVAGE",21018,0,0,0,0,0,0,0,0,,,,0,0
"M24P0239",52639,14581,"SPIRIT OF VANCOUVER ISLAND",21001,0,0,0,0,0,0,0,0,,,,0,0
"M24P0239",52639,,"ASHORE/RIVAGE",21000,0,0,0,0,0,0,0,0,,,,0,0
"M24A0375",52638,31110,"GILMAZ",21033,0,0,0,0,0,0,0,0,,,,0,0
"M24A0375",52638,,"ASHORE/RIVAGE",21032,0,0,0,0,0,0,0,0,,,,0,0
"M24A0374",52637,31109,"AL REEM",21031,0,0,0,0,0,0,0,0,,,,0,0
"M24A0374",52637,24299,"ATLANTIC CEDAR",21030,0,0,0,0,0,0,0,0,,,,0,0
"M24A0374",52637,,"ASHORE/RIVAGE",21029,0,0,0,0,0,0,0,0,,,,0,0
"M24A0373",52636,,"ASHORE/RIVAGE",21017,0,0,0,0,0,0,0,0,,,,0,0
"M24C0268",52635,28452,"HELEN IRENE BATTLE",21249,0,0,0,0,0,0,0,0,,,,0,0
"M24C0268",52635,,"ASHORE/RIVAGE",21248,0,0,0,0,0,0,0,0,,,,0,0
"M24P0238",52634,31100,"PABUR",21013,0,0,0,1,0,1,0,0,,,,0,0
"M24P0238",52634,,"ASHORE/RIVAGE",21012,0,0,0,0,0,0,0,0,,,,0,0
"M24C0267",52633,26389,"ALGOMA STRONGFIELD",21247,0,0,0,0,0,0,0,0,,,,0,0
"M24C0267",52633,,"ASHORE/RIVAGE",21246,0,0,0,0,0,0,0,0,,,,0,0
"M24P0237",52632,19265,"ALIDA",21009,0,0,0,0,0,0,0,0,,,,0,0
"M24P0237",52632,,"ASHORE/RIVAGE",21008,0,0,0,0,0,0,0,0,,,,0,0
"M24C0266",52631,25737,"CAPORAL KAEBLE V.C.",21011,0,0,0,0,0,0,0,0,,,,0,0
"M24C0266",52631,,"ASHORE/RIVAGE",21010,0,0,0,0,0,0,0,0,,,,0,0
"M24P0236",52630,25622,"NORDIC SPIRIT",21003,0,0,0,0,0,0,0,0,,,,0,0
"M24P0236",52630,,"ASHORE/RIVAGE",21002,0,0,0,0,0,0,0,0,,,,0,0
"M24P0235",52629,13707,"F.W. WRIGHT",21005,0,0,0,0,0,0,0,0,,,,0,0
"M24P0235",52629,8530,"DELCAT NO.4",21054,0,0,0,0,0,0,0,0,,,,0,0
"M24P0235",52629,,"ASHORE/RIVAGE",21004,0,0,0,0,0,0,0,0,,,,0,0
"M24P0234",52628,31104,"BOREAL PIONEER",21007,0,0,0,0,0,0,0,0,,,,0,0
"M24P0234",52628,,"ASHORE/RIVAGE",21006,0,0,0,0,0,0,0,0,,,,0,0
"M24P0233",52627,31101,"Other - log boat",20997,0,0,0,0,0,0,0,0,,,,0,0
"M24P0233",52627,,"ASHORE/RIVAGE",20996,0,0,0,0,0,0,0,0,,,,0,0
"M24P0232",52626,31103,"HAIDA GWAII HIGHLAND RANGER",20999,0,0,0,0,0,0,0,0,,,,0,0
"M24P0232",52626,,"ASHORE/RIVAGE",20998,0,0,0,0,0,0,0,0,,,,0,0
"M24C0265",52625,121,"JOHN D. LEITCH",20975,0,0,0,0,0,0,0,0,,,,0,0
"M24C0265",52625,,"ASHORE/RIVAGE",20974,0,0,0,0,0,0,0,0,,,,0,0
"M24C0264",52624,,"ASHORE/RIVAGE",20993,0,0,0,0,0,0,0,0,,,,0,0
"M24P0231",52623,17186,"SIYAY",20987,0,0,0,0,0,0,0,0,,,,0,0
"M24P0231",52623,,"ASHORE/RIVAGE",20986,0,0,0,0,0,0,0,0,,,,0,0
"M24P0230",52622,,"ASHORE/RIVAGE",20988,0,0,0,0,0,0,0,0,,,,0,0
"M24A0372",52621,31099,"NICK & ALISSA",20990,0,0,0,0,0,0,0,0,,,,0,0
"M24A0372",52621,,"ASHORE/RIVAGE",20989,0,0,0,0,0,0,0,0,,,,0,0
"M24A0371",52620,30082,"MSC NADRIELY",20992,0,0,0,0,0,0,0,0,,,,0,0
"M24A0371",52620,,"ASHORE/RIVAGE",20991,0,0,0,0,0,0,0,0,,,,0,0
"M24A0370",52619,24365,"C31336NL (DAMARA DAWN)",20983,0,0,0,0,0,0,0,0,,,,0,0
"M24A0370",52619,,"ASHORE/RIVAGE",20982,0,0,0,0,0,0,0,0,,,,0,0
"M24A0369",52618,22992,"BRANDON AND CAMERON",20985,0,0,0,0,0,0,0,0,,,,0,0
"M24A0369",52618,,"ASHORE/RIVAGE",20984,0,0,0,0,0,0,0,0,,,,0,0
"M22P0389",52617,31092,"NO NAME (LYNN LAKE)",20962,1,0,0,0,2,2,2,0,,,,0,2
"M22P0389",52617,,"ASHORE/RIVAGE",20961,0,0,0,0,0,0,0,0,,,,0,0
"M24F0018",52616,26389,"ALGOMA STRONGFIELD",20957,0,0,0,0,0,0,0,0,,,,0,0
"M24F0018",52616,,"ASHORE/RIVAGE",20956,0,0,0,0,0,0,0,0,,,,0,0
"M24A0368",52615,28326,"FUNDY TRAPPER II",20964,0,0,0,0,0,0,0,0,,,,0,0
"M24A0368",52615,,"ASHORE/RIVAGE",20963,0,0,0,0,0,0,0,0,,,,0,0
"M24A0367",52614,25446,"FUNDY ROSE",20973,0,0,0,1,0,1,0,0,,,,0,0
"M24A0367",52614,,"ASHORE/RIVAGE",20972,0,0,0,0,0,0,0,0,,,,0,0
"M24C0263",52613,31098,"CAP LARA",20979,0,0,0,0,0,0,0,0,,,,0,0
"M24C0263",52613,,"ASHORE/RIVAGE",20978,0,0,0,0,0,0,0,0,,,,0,0
"M24A0366",52612,21622,"FINEST KIND II",20981,0,0,0,0,0,0,0,0,,,,0,0
"M24A0366",52612,,"ASHORE/RIVAGE",20980,0,0,0,0,0,0,0,0,,,,0,0
"M24A0365",52610,31097,"FINAL DECISION",20977,0,0,0,0,0,0,0,0,,,,0,0
"M24A0365",52610,,"ASHORE/RIVAGE",20976,0,0,0,0,0,0,0,0,,,,0,0
"M24A0364",52609,31086,"C32092NL (CG280, CAPE ROGER)",20931,0,0,0,0,0,0,0,0,,,,0,0
"M24A0364",52609,24955,"CAPE ROGER",20932,0,0,0,0,0,0,0,0,,,,0,0
"M24A0364",52609,,"ASHORE/RIVAGE",20930,0,0,0,0,0,0,0,0,,,,0,0
"M24F0017",52608,22951,"ROBERT S. PIERSON",20936,0,0,0,0,0,0,0,0,,,,0,0
"M24F0017",52608,,"ASHORE/RIVAGE",20935,0,0,0,0,0,0,0,0,,,,0,0
"M24A0363",52607,18897,"ATLANTIC LARCH",20934,0,0,0,0,0,0,0,0,,,,0,0
"M24A0363",52607,,"ASHORE/RIVAGE",20933,0,0,0,0,0,0,0,0,,,,0,0
"M24A0362",52606,31095,"C15211NB",20970,0,0,0,0,0,0,0,0,,,,0,0
"M24A0362",52606,,"ASHORE/RIVAGE",20969,0,0,0,0,0,0,0,0,,,,0,0
"M24C0261",52605,19316,"CAP DE RABAST",20960,0,0,0,0,0,0,0,0,,,,0,0
"M24C0261",52605,,"ASHORE/RIVAGE",20959,0,0,0,0,0,0,0,0,,,,0,0
"M24C0260",52604,30976,"PERELIK",20955,0,0,0,0,0,0,0,0,,,,0,0
"M24C0260",52604,,"ASHORE/RIVAGE",20954,0,0,0,0,0,0,0,0,,,,0,0
"M24C0259",52603,31090,"Recreational Craft - motor, white w blue line",20950,0,0,0,0,0,0,0,0,,,,0,0
"M24C0259",52603,31089,"SILVER SHADOW",20949,0,0,0,0,0,0,0,0,,,,0,0
"M24C0259",52603,,"ASHORE/RIVAGE",20948,0,0,0,0,0,0,0,0,,,,0,0
"M24C0258",52602,5200,"DES GROSEILLIERS",20953,0,0,0,0,0,0,0,0,,,,0,0
"M24C0258",52602,1481,"LOUIS S. ST-LAURENT",20952,0,0,0,0,0,0,0,0,,,,0,0
"M24C0258",52602,,"ASHORE/RIVAGE",20951,0,0,0,0,0,0,0,0,,,,0,0
"M24C0257",52601,31075,"PUCK",20938,0,0,0,0,0,0,0,0,,,,0,0
"M24C0257",52601,,"ASHORE/RIVAGE",20937,0,0,0,0,0,0,0,0,,,,0,0
"M24A0361",52600,31093,"IRISH REBEL",20966,0,0,0,0,0,0,0,0,,,,0,0
"M24A0361",52600,,"ASHORE/RIVAGE",20965,0,0,0,0,0,0,0,0,,,,0,0
"M24A0360",52599,31094,"HUDSON & FINLEY",20968,0,0,0,0,0,0,0,0,,,,0,0
"M24A0360",52599,,"ASHORE/RIVAGE",20967,0,0,0,0,0,0,0,0,,,,0,0
"M24A0359",52598,31091,"MORNING MIST X",20971,0,0,0,0,0,0,0,0,,,,0,0
"M24A0359",52598,,"ASHORE/RIVAGE",20958,0,0,0,0,0,0,0,0,,,,0,0
"M24C0256",52597,1984,"RADISSON",20943,1,0,4,1,0,5,0,0,,,,0,0
"M24C0256",52597,,"ASHORE/RIVAGE",20942,0,0,0,0,0,0,0,0,,,,0,0
"M24F0016",52595,28326,"FUNDY TRAPPER II",20945,0,0,0,0,0,0,0,0,,,,0,0
"M24F0016",52595,,"ASHORE/RIVAGE",20944,0,0,0,0,0,0,0,0,,,,0,0
"M24A0358",52594,24986,"CHIEF STEPHEN J. GLOADE SR.",20947,0,0,0,0,0,0,0,0,,,,0,0
"M24A0358",52594,,"ASHORE/RIVAGE",20946,0,0,0,0,0,0,0,0,,,,0,0
"M24A0357",52590,31088,"Recreational Craft - ""HIGH RISE""",20941,0,0,0,0,0,0,0,0,,,,0,0
"M24A0357",52590,31087,"ENCHANTED PRINCESS",20940,0,0,0,0,0,0,0,0,,,,0,0
"M24A0357",52590,,"ASHORE/RIVAGE",20939,0,0,0,0,0,0,0,0,,,,0,0
"M24A0356",52589,29382,"NOVUS",20922,0,0,0,0,0,0,0,0,,,,0,0
"M24A0356",52589,,"ASHORE/RIVAGE",20921,0,0,0,0,0,0,0,0,,,,0,0
"M24P0228",52588,21618,"COASTAL INSPIRATION",20927,0,0,0,0,0,0,0,0,,,,0,0
"M24P0228",52588,,"ASHORE/RIVAGE",20926,0,0,0,0,0,0,0,0,,,,0,0
"M24P0227",52587,11941,"OCEAN RANGER",20929,0,0,0,0,0,0,0,0,,,,0,0
"M24P0227",52587,,"ASHORE/RIVAGE",20928,0,0,0,0,0,0,0,0,,,,0,0
"M24P0226",52586,14001,"SEAN TODD",20916,0,0,0,0,0,0,0,0,,,,0,0
"M24P0226",52586,,"ASHORE/RIVAGE",20915,0,0,0,0,0,0,0,0,,,,0,0
"M24P0225",52585,22380,"CASSIAR 86",21062,0,0,0,0,0,0,0,0,,,,0,0
"M24P0225",52585,,"ASHORE/RIVAGE",21061,0,0,0,0,0,0,0,0,,,,0,0
"M24P0224",52584,28912,"MEDIC ONE",20889,0,0,0,0,0,0,0,0,,,,0,0
"M24P0224",52584,,"ASHORE/RIVAGE",20888,0,0,0,0,0,0,0,0,,,,0,0
"M24P0223",52583,25227,"C22166BC (TRIPLE NINE)",20920,0,0,0,0,0,0,0,0,,,,0,0
"M24P0223",52583,,"ASHORE/RIVAGE",20919,0,0,0,0,0,0,0,0,,,,0,0
"M24P0222",52582,31082,"PVT FLORA",20912,0,0,0,0,0,0,0,0,,,,0,0
"M24P0222",52582,,"ASHORE/RIVAGE",20911,0,0,0,0,0,0,0,0,,,,0,0
"M24C0251",52580,31085,"EDEN",20925,0,0,0,0,0,0,0,0,,,,0,0
"M24C0251",52580,31084,"LOWLANDS ENGEL",20924,0,0,0,0,0,0,0,0,,,,0,0
"M24C0251",52580,,"ASHORE/RIVAGE",20923,0,0,0,0,0,0,0,0,,,,0,0
"M24P0221",52579,9445,"JOHN P. TULLY",20860,0,0,0,0,0,0,0,0,,,,0,0
"M24P0221",52579,,"ASHORE/RIVAGE",20859,0,0,0,0,0,0,0,0,,,,0,0
"M24A0355",52578,31081,"Recreational Craft - not described",20910,0,0,0,0,0,0,0,0,,,,0,0
"M24A0355",52578,31080,"C36573NL (CE 201)",20909,0,0,0,0,0,0,0,0,,,,0,0
"M24A0355",52578,,"ASHORE/RIVAGE",20908,0,0,0,0,0,0,0,0,,,,0,0
"M24A0354",52577,31083,"AMANDA JILLIAN",20918,0,0,0,0,0,0,0,0,,,,0,0
"M24A0354",52577,,"ASHORE/RIVAGE",20917,0,0,0,0,0,0,0,0,,,,0,0
"M24P0220",52576,29255,"HS HOOD",20905,0,0,0,0,0,0,0,0,,,,0,0
"M24P0220",52576,,"ASHORE/RIVAGE",20904,0,0,0,0,0,0,0,0,,,,0,0
"M24P0219",52575,31079,"LMZ FRANCISCO",20907,0,0,0,0,0,0,0,0,,,,0,0
"M24P0219",52575,,"ASHORE/RIVAGE",20906,0,0,0,0,0,0,0,0,,,,0,0
"M24P0218",52574,6946,"EASTLAND",20903,0,0,0,0,0,0,0,0,,,,0,0
"M24P0218",52574,,"ASHORE/RIVAGE",20902,0,0,0,0,0,0,0,0,,,,0,0
"M24P0217",52573,25978,"RIVER CONFIDENCE",20914,0,0,0,0,0,0,0,0,,,,0,0
"M24P0217",52573,,"ASHORE/RIVAGE",20913,0,0,0,0,0,0,0,0,,,,0,0
"M24P0216",52572,31067,"KONINGSDAM",20865,0,0,0,0,0,0,0,0,,,,0,0
"M24P0216",52572,31066,"Lifeboat - ""KONINGSDAM""",20864,0,0,0,0,0,0,0,0,,,,0,0
"M24P0216",52572,,"ASHORE/RIVAGE",20863,0,0,0,0,0,0,0,0,,,,0,0
"M24C0250",52571,31074,"C30251NU (SAR 538)",20887,0,0,0,0,0,0,0,0,,,,0,0
"M24C0250",52571,,"ASHORE/RIVAGE",20886,0,0,0,0,0,0,0,0,,,,0,0
"M24A0353",52570,31055,"WRITTEN IN THE SAND",20843,0,0,0,0,0,0,0,0,,,,0,0
"M24A0353",52570,,"ASHORE/RIVAGE",20842,0,0,0,0,0,0,0,0,,,,0,0
"M24A0352",52569,31056,"C17389NS (CAP NORD)",20838,0,0,0,0,0,0,0,0,,,,0,0
"M24A0352",52569,,"ASHORE/RIVAGE",20837,0,0,0,0,0,0,0,0,,,,0,0
"M24P0215",52568,31071,"MISS KEIKO",20881,0,0,0,0,0,0,0,0,,,,0,0
"M24P0215",52568,,"ASHORE/RIVAGE",20880,0,0,0,0,0,0,0,0,,,,0,0
"M24C0249",52567,31078,"BOREAL BLUES",20899,0,0,0,0,0,0,0,0,,,,0,0
"M24C0249",52567,31077,"CL VIRGINIA WOOLF",20898,0,0,0,0,0,0,0,0,,,,0,0
"M24C0249",52567,,"ASHORE/RIVAGE",20897,0,0,0,0,0,0,0,0,,,,0,0
"M24C0248",52566,31076,"C36790QC (VIGILANCE)",20893,0,0,0,0,0,0,0,0,,,,0,0
"M24C0248",52566,,"ASHORE/RIVAGE",20892,0,0,0,0,0,0,0,0,,,,0,0
"M24A0351",52565,31058,"C17027QC (EXPLORER 2)",20901,0,0,0,0,0,0,0,0,,,,0,0
"M24A0351",52565,,"ASHORE/RIVAGE",20900,0,0,0,0,0,0,0,0,,,,0,0
"M24C0247",52564,27555,"FEDERAL COLUMBIA",21262,0,0,0,0,0,0,0,0,,,,0,0
"M24C0247",52564,,"ASHORE/RIVAGE",20839,0,0,0,0,0,0,0,0,,,,0,0
"M24C0245",52562,31051,"C21787QC (""2B01"" - PROV. POLICE)",20828,0,0,0,0,0,0,0,0,,,,0,0
"M24C0245",52562,,"ASHORE/RIVAGE",20827,0,0,0,0,0,0,0,0,,,,0,0
"M24A0350",52561,31072,"RARIN TO GO III",20883,0,0,0,0,0,0,0,0,,,,0,0
